企业代号,企业名称,进项发票总数,进项有效发票数,进项作废发票数,进项负数发票数,进项净额,进项正数金额,进项负数金额,进项交易对手数,销项发票总数,销项有效发票数,销项作废发票数,销项负数发票数,销项净额,销项正数金额,销项负数金额,销项交易对手数,观察月数,综合活跃月数,活跃月份比例,最近断档月数,月均收入净额,月均成本净额,收入波动率,成本波动率,收入趋势率,成本趋势率,年化销项净额,年化进项净额,年化利润,利润率,年化客户数,年化供应商数,进项有效率,进项作废率,进项负数发票率,进项负数金额率,销项有效率,销项作废率,销项负数发票率,销项负数金额率
E142,***运业有限公司,727,704,23,11,49328650.86,49893334.95,564684.09,96,1476,1366,108,10,97267679.64,97710291.37,442611.73,66,37,37,1.0,0,2628856.206486487,1333206.7800000003,0.6261477576965316,1.1208486797308055,0.052216433793922504,0.06530683615120289,31546274.47783784,15998481.36,15547793.117837839,0.49285671209006343,21.405405405405403,31.135135135135133,0.9683631361760661,0.03163686382393398,0.015625,0.01119116645368803,0.9254742547425474,0.07317073170731707,0.007320644216691069,0.004509410481206642
E143,***电子科技有限公司,3714,3579,135,43,32709212.26,32987829.19,278616.93,598,1150,1099,51,21,90439864.44,91824070.8,1384206.36,76,38,38,1.0,0,2379996.4326315783,860768.7436842105,1.2539704971610894,0.8905504505581601,0.07253093516504681,0.039031206396974036,28559957.191578947,10329224.924210528,18230732.26736842,0.6383319185346625,24.0,188.8421052631579,0.9636510500807755,0.036348949919224556,0.012014529198100027,0.008375313942311792,0.9556521739130435,0.04434782608695652,0.01910828025477707,0.014850680671029797
E144,***劳务有限公司,2478,2434,44,11,8662197.31,8923764.35,261567.04,671,1360,1245,115,58,104168305.74000001,109570982.04,5402676.3,28,30,30,1.0,0,3472276.858,288739.9103333333,1.1032591886891836,2.1793607642011597,0.09182894107005315,0.11501826843258056,41667322.296000004,3464878.924,38202443.372,0.9168442142889364,11.2,268.4,0.9822437449556094,0.01775625504439064,0.0045193097781429745,0.028476603499005607,0.9154411764705882,0.08455882352941177,0.046586345381526104,0.04699055747207078
E145,***工贸有限公司,2988,2916,72,18,112976762.78,113408791.58,432028.8,377,4271,3844,426,80,117569720.06,119869157.97,2299437.91,394,37,37,1.0,0,3177560.0016216207,3053426.021081081,0.40020710233867796,0.6082898289822688,0.015595582111911477,0.014381105111549327,38130720.019459456,36641112.25297297,1489607.7664864883,0.0390658179474788,127.78378378378378,122.27027027027026,0.9759036144578314,0.024096385542168676,0.006172839506172839,0.0037950253569667748,0.9000234137204401,0.09974244907515804,0.02081165452653486,0.01882184118951994
E146,***基础建设工程有限公司,3250,3170,80,8,123019829.79,123530081.1,510251.31,383,1612,1416,196,32,131110608.43,134069568.19,2958959.7600000002,63,37,37,1.0,0,3543529.957567568,3324860.264594595,0.6616587451075729,1.0562628718708182,0.008970627890341148,0.017050092654237854,42522359.49081081,39898323.175135136,2624036.315675676,0.061709565205165455,20.43243243243243,124.21621621621621,0.9753846153846154,0.024615384615384615,0.002523659305993691,0.004113591926805125,0.8784119106699751,0.12158808933002481,0.022598870056497175,0.021593749887466412
E147,***装饰工程有限责任公司,5991,5603,388,62,147605710.2,149130058.98,1524348.78,733,2371,2314,57,24,187669783.07,188983598.67,1313815.5999999999,145,37,37,1.0,0,5072156.2991891885,3989343.5189189184,0.7675888780579869,0.6643048586525472,-0.007485161744729188,0.012962780706175889,60865875.590270266,47872122.22702702,12993753.363243245,0.21348174551390772,47.027027027027025,237.7297297297297,0.9352361876147555,0.06476381238524453,0.011065500624665358,0.010118182419384397,0.9759595107549557,0.024040489245044285,0.010371650821089023,0.0069040118334761855
E148,***商贸有限公司,546,511,35,2,28869945.28,28877513.44,7568.16,134,281,270,11,1,80568173.17,81216173.17,648000.0,186,37,36,0.972972972972973,0,2177518.193783784,780268.7913513515,1.7698613319965055,2.2336961315454187,0.07058519295032498,-0.05065291379594191,26130218.325405404,9363225.496216217,16766992.829189187,0.6416705984001398,60.32432432432432,43.45945945945946,0.9358974358974359,0.0641025641025641,0.003913894324853229,0.0002620092996379141,0.9608540925266904,0.03914590747330961,0.003703703703703704,0.00791555053825996
E149,***建筑劳务有限公司,293,285,8,0,566820.35,566820.35,0.0,109,1226,1147,79,32,101240606.26,104086153.45,2845547.19,10,35,34,0.9714285714285714,0,2892588.750285714,16194.867142857142,1.2011550822900943,1.5185360702019053,0.03473991967105755,0.008962156953567673,34711065.00342858,194338.4057142857,34516726.59771429,0.9944012548824102,3.428571428571429,37.371428571428574,0.9726962457337884,0.027303754266211604,0.0,0.0,0.935562805872757,0.06443719412724307,0.02789886660854403,0.026610885013228384
E150,***建设工程有限公司,3379,3268,111,16,83207437.35,83756945.35,549508.0,463,464,410,54,1,114258375.14,114259860.14,1485.0,126,37,37,1.0,0,3088064.1929729725,2248849.6581081077,0.8435310749246283,1.2129450592628812,0.03848084103058634,0.04923731361807038,37056770.315675676,26986195.897297293,10070574.418378383,0.27176071558827536,40.86486486486486,150.16216216216216,0.9671500443918319,0.0328499556081681,0.004895960832313341,0.00651798264741023,0.8836206896551724,0.11637931034482758,0.0024390243902439024,1.2996521248550742e-05
E151,***路桥工程有限公司,801,781,20,1,10289917.7,10290087.51,169.81,172,148,140,8,0,102421152.95,102421152.95,0.0,5,35,31,0.8857142857142857,0,2926318.655714286,293997.6485714286,1.2980438577972095,2.8911305766956583,0.036718740572561796,-0.007014977722452755,35115823.86857143,3527971.782857143,31587852.085714288,0.8995332760506677,1.7142857142857144,58.971428571428575,0.9750312109862672,0.024968789013732832,0.0012804097311139564,1.6502016880565236e-05,0.9459459459459459,0.05405405405405406,0.0,0.0
E152,***运贸有限责任公司,912,891,21,23,6302403.63,6548811.04,246407.41,148,1525,1488,37,9,119611727.99,120301403.22,689675.23,15,37,37,1.0,0,3232749.405135135,170335.23324324324,0.30660827467534074,0.7251784869953639,0.026209567067739387,0.048249943634961844,38792992.86162162,2044022.7989189187,36748970.0627027,0.9473094843130525,4.864864864864865,48.0,0.9769736842105263,0.023026315789473683,0.025813692480359147,0.03626188205914116,0.9757377049180328,0.024262295081967214,0.006048387096774193,0.005700215576514683
E153,个体经营E153 ,71,71,0,0,87916.36,87916.36,0.0,33,355,280,75,1,241023767.76000002,241822119.11,798351.35,6,36,32,0.8888888888888888,0,6695104.660000001,2442.121111111111,1.2879186260948896,4.023460669239485,-0.05183923758518403,0.013538028741109426,80341255.92,29305.453333333335,80311950.46666667,0.999635237799089,2.0,11.0,1.0,0.0,0.0,0.0,0.7887323943661971,0.2112676056338028,0.0035714285714285713,0.0032905358253009463
E154,***汽车销售服务有限公司,2696,2657,39,53,123056747.01,127888162.76,4831415.75,300,1923,1816,107,23,74457899.33,74800308.12,342408.79,303,30,30,1.0,0,2481929.977666667,4101891.567,0.6215517307411652,0.45344101511477886,0.05085589360747879,0.024399924538711874,29783159.732,49222698.804000005,-19439539.072000004,-0.6527023743257679,121.2,120.0,0.9855341246290801,0.014465875370919881,0.019947308995107264,0.036403187866031146,0.9443577743109725,0.05564222568902756,0.012665198237885462,0.004556779473519837
E155,个体经营E155 ,417,398,19,7,74244539.66,74889197.8,644658.14,50,1083,1045,38,9,78595786.98,79115080.1,519293.12,56,25,25,1.0,0,3143831.4792,2969781.5864,0.592101429569704,0.6607002836608705,0.04835591584970414,0.031045584776305504,37725977.7504,35637379.0368,2088598.7136000022,0.05536234812569854,26.88,24.0,0.9544364508393285,0.045563549160671464,0.017587939698492462,0.008534691258342239,0.9649122807017544,0.03508771929824561,0.00861244019138756,0.00652096700209327
E156,个体经营E156 ,611,592,19,11,2141865.02,2206279.18,64414.16,151,444,384,60,28,153867406.21,172988728.70000002,19121322.490000002,32,36,36,1.0,0,4274094.616944444,59496.250555555554,1.5798766316648234,2.10992243354476,-0.033784866373712585,0.0665605822999592,51289135.403333336,713955.0066666667,50575180.39666667,0.9860798003114658,10.666666666666666,50.333333333333336,0.9689034369885434,0.031096563011456628,0.018581081081081082,0.02836761744322551,0.8648648648648649,0.13513513513513514,0.07291666666666667,0.09953317055279266
E157,***环境设备工程有限公司,1553,1472,81,12,47908999.59,48489003.8,580004.21,307,999,918,81,75,67116525.76,73828618.14,6712092.38,87,37,37,1.0,0,1813960.1556756755,1294837.8267567568,1.7262423838523835,1.6953208802047888,0.06343964195153852,0.0865629560823008,21767521.86810811,15538053.921081081,6229467.947027028,0.2861817704730967,28.216216216216214,99.56756756756756,0.9478428847392144,0.05215711526078558,0.008152173913043478,0.011820173945269043,0.918918918918919,0.08108108108108109,0.08169934640522876,0.08333788386847224
E158,***装饰工程有限公司,1174,1099,75,13,62683706.160000004,63484767.03,801060.87,303,986,859,127,0,79121019.39,79121019.39,0.0,9,31,31,1.0,0,2552290.948064516,2022055.037419355,1.6456218875810131,1.5333178702114032,0.028612634969869002,0.03089431455372002,30627491.37677419,24264660.44903226,6362830.927741934,0.2077490072388714,3.4838709677419355,117.29032258064515,0.9361158432708688,0.06388415672913117,0.011828935395814377,0.012460924844058826,0.8711967545638946,0.12880324543610547,0.0,0.0
E159,个体经营E159 ,4684,4472,212,13,66228852.230000004,66447410.95,218558.72,1037,253,233,20,2,103171771.59,104729178.95,1557407.3599999999,80,36,35,0.9722222222222222,0,2865882.5441666665,1839690.339722222,0.7186295628301838,0.9702606063466371,0.00342014170127393,0.019411657648561755,34390590.53,22076284.076666668,12314306.453333333,0.35807196862732477,26.666666666666668,345.6666666666667,0.9547395388556789,0.04526046114432109,0.0029069767441860465,0.0032784150756656953,0.9209486166007905,0.07905138339920949,0.008583690987124463,0.014652906016358443
E160,***钢结构工程有限公司,4384,4245,139,13,150164582.91,150583058.91,418476.0,424,3377,2814,563,114,222833468.58,231733138.46,8899669.88,65,37,37,1.0,0,6022526.177837839,4058502.2408108106,0.7624123686065534,0.8434028475575803,0.0062142303030449765,0.021453121641551345,72270314.13405405,48702026.88972972,23568287.244324327,0.3261129763544069,21.08108108108108,137.51351351351352,0.9682937956204379,0.03170620437956204,0.003062426383981154,0.002771336067871232,0.8332839798637844,0.1667160201362156,0.04051172707889126,0.036984440905602906
E161,***建筑劳务有限责任公司,248,246,2,0,879826.76,879826.76,0.0,140,289,238,51,3,153900098.87,156812720.24,2912621.37,21,37,37,1.0,0,4159462.1316216225,23779.10162162162,1.0497454238656365,2.1886581234772553,-0.0033526765518830212,0.011294872174009882,49913545.57945946,285349.2194594595,49628196.36,0.9942831306382512,6.8108108108108105,45.4054054054054,0.9919354838709677,0.008064516129032258,0.0,0.0,0.8235294117647058,0.17647058823529413,0.012605042016806723,0.01823518635578644
E162,***网络信息安全有限公司,10363,9820,543,239,133517857.64,147481024.35999998,13963166.72,1277,511,471,40,30,136961159.18,160115325.81,23154166.63,100,38,38,1.0,0,3604241.031052632,3513627.832631579,1.6039750836622615,0.7647003276202965,0.06247675441142345,0.034141698921706994,43250892.37263158,42163533.99157895,1087358.3810526282,0.025140715518292747,31.578947368421055,403.2631578947369,0.9476020457396507,0.05239795426034932,0.02433808553971487,0.08648912436298728,0.9217221135029354,0.07827788649706457,0.06369426751592357,0.12633944865417449
E163,***物流有限公司,2633,2576,57,10,75117230.54,75285600.82,168370.28,267,1092,928,164,9,130693646.52,133962427.45,3268780.9299999997,23,38,38,1.0,0,3439306.487368421,1976769.2247368419,0.9567381180837804,1.3594835710914728,-0.012055576282022192,-0.018238966368273154,41271677.84842105,23721230.696842108,17550447.151578944,0.4252419108337845,7.2631578947368425,84.31578947368422,0.9783516900873528,0.02164830991264717,0.0038819875776397515,0.0022314303348839916,0.8498168498168498,0.15018315018315018,0.009698275862068966,0.02381951575437989
E164,个体经营E164 ,4194,4099,95,37,70610100.74,72449643.13,1839542.3900000001,503,1661,1453,208,21,119829636.73,121537826.95,1708190.22,85,36,36,1.0,0,3328601.0202777777,1961391.687222222,0.7773968672350078,1.201729405471759,0.016024034801175566,0.0206988744536718,39943212.24333333,23536700.246666666,16406511.996666666,0.4107459334196381,28.333333333333332,167.66666666666666,0.9773485932284216,0.022651406771578446,0.009026591851671139,0.024761913556109214,0.8747742323901264,0.12522576760987358,0.014452856159669649,0.013860003424238848
E165,***文化传媒股份有限公司,4325,4147,178,48,86924609.02,89743846.75,2819237.73,918,2606,2346,260,114,114219774.23,119157003.57,4937229.34,246,37,37,1.0,0,3087020.9251351347,2349313.757297297,0.49844361180589675,0.644706770102628,-0.010868517551655741,-0.01324688897432511,37044251.10162162,28191765.087567564,8852486.014054056,0.2389705757519427,79.78378378378378,297.72972972972974,0.9588439306358382,0.04115606936416185,0.011574632264287437,0.030457473903747766,0.9002302379125096,0.0997697620874904,0.04859335038363171,0.03978613046087929
E166,***建筑工程有限公司,171,168,3,0,2927643.39,2927643.39,0.0,73,1572,1397,175,258,77618674.3,101492564.4,23873890.099999998,14,37,34,0.918918918918919,0,2097802.008108108,79125.49702702701,1.804416495765275,3.330103522156392,0.05600422444198003,0.1361103083532993,25173624.097297296,949505.9643243243,24224118.13297297,0.9622817135643864,4.54054054054054,23.675675675675674,0.9824561403508771,0.017543859649122806,0.0,0.0,0.888676844783715,0.11132315521628498,0.18468146027201146,0.190432841027661
E167,***体育文化股份有限公司,7298,7071,227,97,138709711.31,139889132.51,1179421.2,1095,4979,4642,337,91,119627824.72,120794113.79,1166289.07,2466,37,37,1.0,0,3233184.4518918917,3748911.1164864874,0.37909155806611344,0.32693228500156485,0.005013133627405426,-0.002035073115157518,38798213.4227027,44986933.39783784,-6188719.97513514,-0.1595104369293928,799.7837837837837,355.1351351351351,0.9688955878322828,0.031104412167717182,0.013718003111299676,0.008360624455146688,0.9323157260494075,0.06768427395059248,0.01960361912968548,0.009562850258364586
E168,***建材有限公司,461,461,0,0,1361564.03,1361564.03,0.0,8,415,399,16,0,90209902.91,90209902.91,0.0,12,33,30,0.9090909090909091,0,2733633.4215151514,41259.51606060606,0.8320490782023019,2.2119556214660503,0.033972784712696734,0.12587915039795766,32803601.05818182,495114.19272727275,32308486.865454547,0.9849067121670845,4.363636363636363,2.909090909090909,1.0,0.0,0.0,0.0,0.9614457831325302,0.03855421686746988,0.0,0.0
E169,***建筑设计有限公司,6036,5811,225,28,75301296.53,75501199.57000001,199903.03999999998,1016,1490,1410,80,30,114831443.14999999,117039271.34,2207828.19,171,37,37,1.0,0,3103552.5175675675,2035170.1764864866,0.8786634345778918,1.5084336577831516,0.04594173186889697,0.07711297817280426,37242630.2108108,24422042.11783784,12820588.092972964,0.34424496928392023,55.45945945945946,329.5135135135135,0.9627236580516899,0.037276341948310136,0.004818447771467906,0.0026406886175736237,0.9463087248322147,0.053691275167785234,0.02127659574468085,0.018514732842156535
E170,***建筑劳务有限公司,1330,1247,83,55,32194310.4,33038890.259999998,844579.86,230,796,786,10,15,71763015.63,73263001.08,1499985.45,11,37,34,0.918918918918919,0,1939540.9629729728,870116.4972972972,1.0595822260285803,1.3294583501429789,0.04114790571618889,0.0691971988591168,23274491.555675674,10441397.967567567,12833093.588108107,0.5513801905149955,3.5675675675675675,74.5945945945946,0.937593984962406,0.062406015037593986,0.044105854049719326,0.02492601427802047,0.9874371859296482,0.01256281407035176,0.019083969465648856,0.020063209344882225
E171,***质量检验测试站,1923,1823,100,8,45206539.15,45210361.89,3822.74,325,7508,7013,495,113,104409268.07,106364992.52,1955724.45,1439,38,38,1.0,0,2747612.3176315785,1189645.7671052632,0.7110011175388277,1.1486060900623813,0.026360609528367968,0.04376489983061125,32971347.811578948,14275749.205263158,18695598.60631579,0.5670256100282995,454.42105263157896,102.63157894736842,0.9479979199167967,0.052002080083203325,0.004388370817334065,8.454736121601049e-05,0.9340703249866809,0.06592967501331913,0.01611293312419792,0.018054943732893205
E172,***物流有限公司,471,464,7,5,41265979.18,41305413.13,39433.95,53,1273,1171,102,0,74903266.59,74903266.59,0.0,94,37,37,1.0,0,2024412.6105405407,1115296.7345945947,0.9335746363209685,0.9903671156719773,0.06782433502569749,0.07396086029887021,24292951.326486487,13383560.815135134,10909390.511351353,0.44907637465427663,30.486486486486484,17.18918918918919,0.9851380042462845,0.014861995753715499,0.010775862068965518,0.0009537814935848589,0.9198743126472899,0.08012568735271014,0.0,0.0
E173,***贸易有限责任公司,1350,1314,36,6,105941230.41,105997597.75,56367.340000000004,204,2501,2370,131,31,106836324.76,108122635.71,1286310.95,342,37,37,1.0,0,2887468.236756757,2863276.4975675675,0.33141977626178915,0.5263418505454663,0.003994711648155668,0.009502852381344268,34649618.84108108,34359317.97081081,290300.8702702746,0.008378183656268384,110.91891891891892,66.16216216216216,0.9733333333333334,0.02666666666666667,0.0045662100456621,0.0005314967710275169,0.9476209516193522,0.05237904838064774,0.013080168776371307,0.011756908271837667
E174,***工程技术有限公司,2399,2319,80,6,75632024.77,76180007.48,547982.71,433,1249,1148,100,5,91150036.85,91484545.54,334508.69,83,34,34,1.0,0,2680883.436764706,2224471.3167647053,0.7330757020070484,0.7356030167778356,0.02240527968741964,0.025362324032206018,32170601.241176467,26693655.801176466,5476945.440000001,0.17024690956008107,29.294117647058822,152.8235294117647,0.9666527719883284,0.03334722801167153,0.00258732212160414,0.007141887968693579,0.9191353082465973,0.08006405124099279,0.004355400696864111,0.0036431293352475647
E175,***食品集团有限公司,4092,3930,162,67,78364272.39,81361535.65,2997263.2600000002,599,4085,3771,314,66,74001823.99,75462098.76,1460274.77,1788,38,38,1.0,0,1947416.420789474,2062217.6944736845,1.5508328399375333,1.320634229329673,0.02485719467315797,0.014913220010759233,23368997.049473684,24746612.333684213,-1377615.2842105292,-0.058950552361919005,564.6315789473684,189.1578947368421,0.9604105571847508,0.039589442815249266,0.017048346055979643,0.03552994232643941,0.9231334149326805,0.07686658506731946,0.017501988862370723,0.018983745599457973
E176,***科技有限公司,3229,3163,66,17,4288780.69,4347821.6,59040.91,868,2167,1935,232,67,83492525.8,85537427.4,2044901.6,165,38,38,1.0,0,2197171.7315789475,112862.6497368421,0.38360616033256845,0.8238524851813891,0.015132369322211778,0.0030283453317098493,26366060.77894737,1354351.7968421055,25011708.982105263,0.9486327590535056,52.10526315789474,274.10526315789474,0.9795602353669867,0.020439764633013318,0.005374644325007904,0.01339749308403089,0.8929395477618828,0.1070604522381172,0.03462532299741602,0.02334833548443317
