企业代号,违约概率,风险等级,TOPSIS得分,D_pos,D_neg,PD排名,TOPSIS排名,企业名称,硬性禁贷
E146,0.05132056334433443,A,0.7285199937694821,0.08286386155161456,0.22236620935553555,75,67,***基础建设工程有限公司,False
E182,0.052311004823766445,A,0.7247521524026722,0.0849837722693604,0.22376985836279237,76,74,***新材料科技有限公司,False
E224,0.053343924124496636,A,0.5662366275906696,0.1478961106752267,0.19306423794466845,77,251,***纸业有限公司,False
E190,0.054087505440956675,A,0.6850003415947683,0.10149646914423148,0.2207148934270296,78,138,***劳务有限公司,False
E191,0.054401683421783024,A,0.5524736511665024,0.15285951447943552,0.18870588134110639,79,260,***商贸有限责任公司,False
E161,0.054945344406444045,A,0.7147235263925089,0.09198866557017205,0.23046577452760586,80,91,***建筑劳务有限责任公司,False
E148,0.05600209234194682,A,0.7380191542414986,0.07927423829709121,0.2233213124103357,81,54,***商贸有限公司,False
E223,0.057451158604643136,A,0.5913352462215083,0.13861998278737434,0.20058221536086746,82,230,***科技有限公司,False
E319,0.05829492048612162,A,0.6926825611213984,0.09744790483498068,0.21964410657370192,83,125,个体经营E319 ,False
E156,0.05841739293656563,A,0.6879524022275515,0.10083527532623754,0.2223054123318314,84,134,个体经营E156 ,False
E311,0.05845153450194475,A,0.7360309034727233,0.08176074522474136,0.22797530456430207,85,58,***律师事务所,False
E243,0.05891627506039259,A,0.7179298474646466,0.08938649656346527,0.22750806232561102,86,83,***科技有限公司,False
E128,0.05901277334789417,A,0.7287831794983124,0.08757761598635085,0.23532866919298562,87,66,个体经营E128 ,False
E282,0.05922469499570951,A,0.7077801851988317,0.09105448715707393,0.22054138192876835,88,103,***影城有限公司***分公司,False
E303,0.05964559097305221,A,0.7006707164134015,0.09471250047907143,0.2217032519131274,89,111,***图书发行有限公司,False
E337,0.06016493852750645,A,0.6771270556947574,0.1051576898590214,0.2205360287190388,90,149,个体经营E337 ,False
E162,0.062297576106350526,A,0.7173986531058466,0.08445963245302493,0.21440530000838606,91,87,***网络信息安全有限公司,False
E186,0.062343068373283364,A,0.7125172825653469,0.09195985040992104,0.22791972784968043,92,96,***建筑劳务有限公司,False
E261,0.0626494562819971,A,0.7501136912505376,0.07524613014637724,0.2258753299405758,93,34,***医疗器械有限公司,False
E214,0.06275395466605262,A,0.7284573384227904,0.08262600513676857,0.22165769252182166,94,68,***建筑工程有限公司,False
E294,0.06419764808635216,A,0.712983072900771,0.09066071050058266,0.2252116368792601,95,95,个体经营E294 ,False
E280,0.06428560242731637,A,0.7176672024052323,0.08676149412665901,0.22054072108103995,96,85,个体经营E280 ,False
E227,0.06473128235250024,A,0.7259524106018431,0.08278254283160419,0.21929106056481715,97,70,***安全技术有限公司,False
E254,0.06498419368311333,A,0.684405275443544,0.10146450928146043,0.22003804252469208,98,141,***设备安装工程有限公司,False
E277,0.06512788130018408,A,0.6964810215736015,0.0963325987966865,0.2210531518279537,99,119,***消防设备制造有限公司,False
E149,0.06518580868969882,A,0.7197965511349722,0.08932789239128239,0.2294686561633753,100,82,***建筑劳务有限公司,False
E229,0.06579781080501923,A,0.5765201547764007,0.14368324177651318,0.19560856489883824,101,245,***家贸易有限公司,False
E260,0.06648884188868563,A,0.745330106838118,0.07544776254148441,0.22080933171003633,102,44,***广告有限公司,False
E163,0.06733057128439231,A,0.7091214895155092,0.0916167232276875,0.22334887211687604,103,101,***物流有限公司,False
E137,0.06739484647581304,A,0.7255405065864141,0.08437083047412897,0.22303639171654116,104,73,***建设工程有限公司,False
E151,0.06745514201961816,A,0.6986737929679271,0.09628846588023819,0.2232604602773507,105,114,***路桥工程有限公司,False
E284,0.06791363529966732,A,0.7159075445442463,0.08758906314780301,0.22072276092823154,106,88,***成焊科技有限公司,False
E202,0.06991740527255513,A,0.6792725182896309,0.10740103305068427,0.22746591529417895,107,147,个体经营E202 ,False
E183,0.07061357423686805,A,0.7176970168959137,0.08798545760422559,0.2236848500800009,108,84,***建设工程有限公司,False
E208,0.07103184395003137,A,0.5751387462361444,0.14090302646359074,0.19074177572848394,109,246,个体经营E208 ,False
E290,0.07133833113971774,A,0.7206930733757143,0.08648294744077412,0.22315114751709303,110,80,***机电有限公司,False
E201,0.07157928789912314,A,0.7362653473171996,0.0781962013419487,0.21829953991355122,111,57,***物流有限责任公司,False
E266,0.07222526767498058,A,0.683895162068694,0.10261799727519955,0.22201479843512711,112,142,***煤矿机械有限公司,False
E153,0.07227790348963145,A,0.6457118808078597,0.12120349792191873,0.22090082721969487,113,183,个体经营E153 ,False
E301,0.07341740344769296,A,0.7442782744877131,0.07823231232390586,0.22769520387434916,114,46,***企业管理咨询有限公司,False
E207,0.07354209956783396,A,0.6981432293234361,0.09557850522168454,0.22105678179692537,115,115,个体经营E207 ,False
E355,0.07410554189409346,A,0.6104941230916799,0.13156591178226404,0.20621053674416315,116,215,***地毯经营部,False
E375,0.07511267615900649,A,0.6296604072074845,0.1261722112926249,0.21452107062528633,117,195,***电器经营部,False
E179,0.0762621565577744,A,0.7221881501111391,0.08458668486694629,0.21988803390687614,118,77,***园林有限公司,False
E255,0.07645970487161602,A,0.7051106666370375,0.09276856450163928,0.22181916047197214,119,106,个体经营E255 ,False
E230,0.07750003743600138,A,0.6910856851950999,0.09784525793293332,0.21889389348751512,120,127,***建筑劳务有限公司,False
E299,0.07855446675716138,A,0.5568083616278211,0.14701291700188332,0.18470118649937978,121,258,***压缩天然气有限责任公司,False
E272,0.07873356003893284,A,0.7235562706786804,0.08387306449994764,0.21952706942915037,122,75,个体经营E272 ,False
E325,0.07903087431271154,A,0.5151649699472735,0.17335470806374162,0.18419929962602669,123,275,***通讯器材有限公司,False
E130,0.08029362147351433,A,0.7372128972356311,0.08115993255154584,0.22768297373186808,124,56,个体经营E130 ,False
E200,0.08029406675352031,A,0.5828973320339979,0.13564885893428133,0.18956809447378936,125,239,个体经营E200 ,False
E267,0.0812758504830791,A,0.6593870146966868,0.11269893175115421,0.21817198807240062,126,171,***林园艺场,False
E189,0.08212730951722058,A,0.734351571830108,0.08138145327437948,0.22496876244130715,127,60,***石油工程技术服务有限公司,False
E157,0.08218957594489196,A,0.7219186218019298,0.08294902989091733,0.2153414576937453,128,79,***环境设备工程有限公司,False
E313,0.08312880115407734,A,0.6873550737174859,0.09893691335451082,0.21751445059664715,129,136,***物流有限公司,False
E216,0.0839071417167673,A,0.7315201841816268,0.08183728561071284,0.22297998849705772,130,64,***建设工程有限公司,False
E275,0.08408826471369693,A,0.6905105509516224,0.09719265836235709,0.21684925376487824,131,129,***网络工程有限公司,False
E262,0.08449449199347288,A,0.7033598360989164,0.090111861250496,0.2136631234496349,132,109,个体经营E262 ,False
E283,0.08553334989410248,A,0.6952809402681484,0.09599927539131266,0.2190426372340106,133,120,***机械铸造有限责任公司,False
E222,0.08617036862511536,A,0.7155304113618917,0.08573404320633729,0.21564806099955366,134,89,***数码科技有限公司,False
E321,0.08640942252276627,A,0.6918613554756503,0.09646370128275941,0.21658921498375802,135,126,***生物流有限公司,False
E226,0.08665727531729453,A,0.5576019473632704,0.14313538369095047,0.18040895118541606,136,257,***建设工程有限公司,False
E318,0.08675758471507838,A,0.6716053901945357,0.10755251648771544,0.21995747690537895,137,157,***商贸有限公司,False
E236,0.08760953142571443,A,0.6655636852232807,0.10734710353648258,0.21363210474163474,138,162,个体经营E236 ,False
E184,0.08809074929248138,A,0.7198826990655484,0.08451458372574307,0.21719681876103078,139,81,***建筑装饰工程有限公司,False
E253,0.08818313451599233,A,0.7256158707570259,0.08224850445323213,0.21750828060629662,140,72,***钢结构工程有限公司,False
E257,0.08834009078566551,A,0.6883357645184629,0.09711879450970375,0.21449474163970483,141,133,***门窗安装有限公司,False
E306,0.09012594697542184,A,0.7143784306049258,0.0864698961505819,0.21627298259530164,142,92,个体经营E306 ,False
E302,0.09103888375758722,A,0.7005950718901413,0.09240237251143567,0.21621770630547366,143,112,***机电设备有限公司,False
E270,0.09123439248227305,A,0.7107382203111313,0.08993011074320308,0.22096513037690732,144,98,个体经营E270 ,False
E177,0.09138638763806459,A,0.7149472440280257,0.08678538486394603,0.21766838043302433,145,90,***电力工程有限公司,False
E136,0.09170187932586274,A,0.6716802344202775,0.10479649122488713,0.2143938293451988,146,156,***机械有限责任公司,False
E356,0.09357228838394595,A,0.6097420678639773,0.13648122610496474,0.21323934295036148,147,216,***建材装饰部,False
E343,0.0952238164860376,A,0.6383869439433519,0.12175797362912584,0.21494992889210393,148,190,***五金工具经营部,False
E198,0.09581515650913408,A,0.5772985890763472,0.13708955459354055,0.18722815774620213,149,242,***商贸有限公司,False
E359,0.09635976003299715,A,0.6312960867564903,0.12475219673370846,0.21360113300520356,150,194,***厨房用品经营部,False
E252,0.09665008872534764,A,0.6887808196973327,0.0974517369432302,0.21567721882503674,151,132,***印务有限公司,False
E265,0.09731178251939726,A,0.7051209823363566,0.08902711265805391,0.21288352636748553,152,105,***净化工程有限公司,False
E166,0.0980398963422039,A,0.6718540957220263,0.10470165756270303,0.214368780915206,153,155,***建筑工程有限公司,False
E279,0.098114548913621,A,0.6621713443769497,0.1090451552568259,0.21373727732195055,154,165,***环保包装有限公司,False
E391,0.09827321937343407,A,0.6242313258748582,0.12780467877858068,0.2123106303970268,155,202,***五金店,False
E364,0.09878174102230207,A,0.6455972896524241,0.11445618709602144,0.2084989815700704,156,184,***电子有限公司,False
E292,0.09920954109816084,A,0.697788737960824,0.09375108972744836,0.2164659719891176,157,116,***物流有限公司,False
E199,0.10024077715569901,B,0.6763229408362659,0.10507039797650888,0.21954450753447569,158,152,***建筑劳务有限公司,False
E372,0.10138289294449947,B,0.666958267486683,0.10762784244363122,0.21553839150372428,159,161,***汽车维修有限责任公司,False
E328,0.10192788538120108,B,0.7115928459058473,0.08801817644001897,0.21716903958612982,160,97,***科技有限公司,False
E281,0.10341186159281189,B,0.5584096913876592,0.14825534900408147,0.18747518246967537,161,256,***商业管理有限责任公司,False
E370,0.10399861281943683,B,0.6177248610515309,0.12888950757816364,0.20827473473354474,162,208,***设计服务部,False
E244,0.10521089084517785,B,0.6909231420617113,0.09775772138223134,0.21853163795165317,163,128,个体经营E244 ,False
E203,0.1061140196247997,B,0.7104630432956722,0.08902963725616066,0.2184600810497371,164,99,***建设工程有限公司,False
E322,0.10682789809625323,B,0.6818790815618381,0.0978045152681844,0.20963994876883296,165,145,***装饰工程设计有限公司,False
E247,0.10702422817022104,B,0.7002557475849602,0.09383791634397931,0.21922201921083828,166,113,***石化有限公司,False
E305,0.10704995892336196,B,0.6473580933102445,0.11562299969841904,0.21225351612402096,167,181,***劳务有限公司,False
E274,0.10770463269171941,B,0.672780634906239,0.10373722955828629,0.2132893300665133,168,154,***建筑劳务有限公司,False
E287,0.10928613821567526,B,0.6698556344255819,0.10332896470693281,0.20965218984692663,169,160,***鞋材有限公司,False
E285,0.10935219783708387,B,0.7046257112561259,0.08963051658414406,0.21381673661217182,170,107,个体经营E285 ,False
E327,0.10997650118021153,B,0.6595577247646097,0.11128637797276177,0.21560127984181368,171,170,个体经营E327 ,False
E304,0.11197419594461562,B,0.5460193490100778,0.15246922836495316,0.1833803899667712,172,263,***环保科技有限公司,False
E263,0.11283713182356243,B,0.6849893783498548,0.09789855824021844,0.21288003623189372,173,139,***通信工程有限公司,False
E158,0.11390339948819996,B,0.687761376682015,0.0972506065905097,0.2142118433686976,174,135,***装饰工程有限公司,False
E248,0.11565009308478055,B,0.7079663653383911,0.08801053795395591,0.21336069983492845,175,102,***智能科技有限公司,False
E326,0.11711995003879619,B,0.6617430433103312,0.10789636210359763,0.2110811488381398,176,166,***包装材料有限公司,False
E333,0.11736976820281954,B,0.6767617332143957,0.10409342498783561,0.21793968706593647,177,151,***房地产营销策划有限公司,False
E316,0.11781991245238287,B,0.7062402774066275,0.09086176327249391,0.21844464017297235,178,104,个体经营E316 ,False
E341,0.11843247116236151,B,0.6457207556144445,0.11525918374060154,0.21007509865717602,179,182,***纺织品有限公司,False
E278,0.12031321160134617,B,0.6822988233838198,0.0970177215475953,0.20835641203581262,180,144,***贸易有限公司,False
E271,0.12046491247300871,B,0.6796818103231429,0.09798012436881529,0.20790361101211785,181,146,***科技有限公司,False
E346,0.12050555678971042,B,0.6585307055797446,0.10599837235450234,0.20442008718653998,182,174,个体经营E346 ,False
E245,0.1205816916366796,B,0.7018886840471525,0.09255665122056068,0.2179201615254555,183,110,***建筑劳务有限公司,False
E393,0.12166007684057682,B,0.6344441430914103,0.12054004781304238,0.20920449200207114,184,193,***商贸有限责任公司,False
E339,0.12244028800479467,B,0.6429206929953006,0.11574992517559075,0.20840754602188588,185,185,***居益卫浴家俬厂,False
E309,0.12368341860946255,B,0.6771137877972409,0.10026405403115318,0.21026036677685436,186,150,个体经营E309 ,False
E357,0.12425426662905244,B,0.6214732895968399,0.12410258750251685,0.20375429575504259,187,203,***家居经营部,False
E329,0.12467903838114668,B,0.6354525565934566,0.11938167508542664,0.20809744250172413,188,192,***园艺有限责任公司,False
E334,0.12488266106340422,B,0.6548290868384412,0.11045135813643767,0.20953898266247087,189,177,***机械科技有限公司,False
E314,0.12577536384312202,B,0.6600362802648027,0.1072553494668278,0.20823522567563313,190,169,***房地产营销策划有限公司,False
E382,0.12599746584988886,B,0.6139804499644292,0.12822017819647497,0.20393962610530142,191,211,***教育信息咨询有限公司***分公司,False
E387,0.12615631214415612,B,0.6081334004422163,0.1363165973024028,0.21154820530193835,192,217,***农副产品经营部,False
E239,0.1291797537265735,B,0.6704877599367474,0.09769481853015566,0.1987883060766945,193,158,个体经营E239 ,False
E388,0.1335217157718546,B,0.6624529756020658,0.11017728451453906,0.21622845024510465,194,164,***商贸有限公司,False
E215,0.13438320901175937,B,0.6734555796437245,0.10439535612644613,0.21530190286375742,195,153,***建筑工程有限公司,False
E133,0.13447811395401157,B,0.6936280355516196,0.0972316218032055,0.22013299730699942,196,123,个体经营E133 ,False
E374,0.1347013653836889,B,0.5946633647158391,0.1386076155156957,0.20334917656781523,197,228,***建材经营部,False
E295,0.13470475528217765,B,0.684786249815107,0.09616152085745568,0.20890613815504233,198,140,***电器设备制造有限公司,False
E312,0.1347323063003059,B,0.5079199792568608,0.1761778358442641,0.1818489655247497,199,278,***家居用品有限公司,False
E358,0.13475811910825883,B,0.606249039249057,0.1314812940450867,0.20243863797065212,200,218,***五金经营部,False
E210,0.13508090912164403,B,0.6825610906572536,0.10081447591144298,0.21677253987114706,201,143,***建筑工程有限公司,False
E269,0.13565209870290654,B,0.6561048885566577,0.11351954606686648,0.21657978448313794,202,176,***节能服务有限公司,False
E288,0.13668035723550548,B,0.6791583565482102,0.09963207594043276,0.2109014161229304,203,148,个体经营E288 ,False
E317,0.13950730841144682,B,0.7035232718310852,0.09113379360536582,0.21625557273114887,204,108,***科技有限公司,False
E219,0.13956056692825716,B,0.5849851732463058,0.1315653636953793,0.1854482830808156,205,234,***品牌营销策划有限公司,False
E415,0.1429953200515635,B,0.5988543912307119,0.1380525735605747,0.20609321924548152,206,227,***广告设计服务部,False
E286,0.14381531326783845,B,0.6975666310417845,0.09094553449257309,0.20976709786625317,207,117,***印务有限公司,False
E231,0.1478409566025393,B,0.5524122032676893,0.14838407002708986,0.1831354019299038,208,261,***建筑科技有限公司,False
E332,0.14854094430542644,B,0.6367359699690363,0.12022712178164545,0.21073634237250594,209,191,***商贸有限公司,False
E342,0.15021309980611597,B,0.6615128612715314,0.10755842831215305,0.21020380252532486,210,167,***裕华机械厂,False
E344,0.15117355453838363,B,0.6285771860745221,0.1156170710096509,0.19566448379771817,211,196,***机械有限公司,False
E300,0.15398960873178008,B,0.6965213787098747,0.09265907595697458,0.21266416415486383,212,118,***建设工程有限公司,False
E340,0.155345521255632,B,0.6031897312101097,0.12994500537995976,0.19752889235015467,213,219,***物流有限公司,False
E237,0.1570505532835418,B,0.6592255995115751,0.1066967770735705,0.20640413931171026,214,172,个体经营E237 ,False
E251,0.15744848090217037,B,0.6890770280634728,0.09176335959131472,0.20336877239553497,215,131,***医疗器械有限责任公司,False
E268,0.16141607899707597,B,0.6169967082680696,0.12379637220081677,0.199428975657195,216,209,***建筑劳务有限公司,False
E392,0.16425552526760961,B,0.6527059367373637,0.11253549904540353,0.2114996946120823,217,179,***科技有限公司,False
E338,0.1660536910998008,B,0.6588653740597915,0.10988943063628381,0.21223978838806817,218,173,***商贸有限公司,False
E354,0.16663432229225444,B,0.639869483041777,0.1160774438129625,0.20624304375190589,219,189,***广告有限公司,False
E410,0.16862804394766423,B,0.6002891066947231,0.13248250507209525,0.1989633156223948,220,223,***网络科技有限公司,False
E249,0.17563878519105341,B,0.6247172503498879,0.12428677309441133,0.20689491114310765,221,200,***建筑工程有限公司,False
E192,0.17683206910854304,B,0.6253115337944051,0.11806211843871957,0.19703196394474468,222,198,***建设工程有限公司,False
E296,0.1921129378136397,B,0.6497098965366014,0.10656188059710124,0.1976484854494969,223,180,***装饰设计工程有限公司,False
E367,0.192989717828151,B,0.5649302413918019,0.14523090496750496,0.18857971297133605,224,253,***电子商务有限公司,False
E335,0.19723509387167162,B,0.6536578775031683,0.10647176064438066,0.20094611817673974,225,178,***挖掘机租赁经营部,False
E353,0.20355071684101755,C,0.641516700342869,0.11627075764796786,0.2080700352402204,226,186,***税务师事务所有限公司,False
E233,0.20800807094749707,C,0.6900744749997154,0.10281440559767338,0.22892466493412283,227,130,***劳务有限公司,False
E276,0.2087665386363401,C,0.65669199026145,0.10660265939208655,0.20391342636213453,228,175,***体育设施工程有限公司,False
E369,0.21143808110394063,C,0.6247304237991453,0.1217202424340541,0.2026339023019052,229,199,***网络技术有限公司,False
E345,0.2135450255261592,C,0.6641742495317855,0.10588067639260343,0.2094038908122122,230,163,***科技有限公司,False
E351,0.21834494155671338,C,0.620266304257853,0.1208717916359479,0.19743494013753224,231,206,***文化传播有限公司,False
E347,0.22002714473593388,C,0.6409655507702017,0.11564577634046522,0.20645639683135397,232,187,***不锈钢材料有限公司,False
E331,0.22867134181004437,C,0.6408801141305505,0.11458453281703257,0.20448588718941446,233,188,***广告有限公司,False
E400,0.2309816408448649,C,0.5658004719391663,0.14642214027151534,0.19080102743999078,234,252,***办公用品经营部,False
E232,0.23318005229026398,C,0.5992330268933961,0.1315294132620313,0.1966648294981987,235,226,***投资发展有限责任公司,False
E412,0.23539333918482866,C,0.6139524122026562,0.1275014585308706,0.20277248323457484,236,212,***汽车贸易有限公司,False
E323,0.24467200399201594,C,0.6699425008804905,0.10230300209054419,0.20765208865411908,237,159,***建筑装饰工程有限公司,False
E350,0.24820110615314145,C,0.6609993075758169,0.10555834000181163,0.20582255791602844,238,168,***演艺设备有限公司,False
E379,0.25845384648802255,C,0.6214080425579221,0.1228307481399797,0.20161023832437752,239,204,***药业有限公司,False
E389,0.259512925262934,C,0.5597870153124482,0.1519361423230091,0.19320620378667733,240,255,***清洁服务有限公司,False
E363,0.261359383821976,C,0.6285493904199223,0.11809180385930006,0.1998288047319795,241,197,***建筑工程设计有限公司,False
E403,0.26914550921639036,C,0.6212373302897494,0.12594340954190486,0.20656932102431017,242,205,***机械有限公司,False
E409,0.2712380138984369,C,0.599858965581021,0.13216115419990873,0.19812527691259169,243,225,***塑胶有限公司,False
E293,0.2755144608310387,C,0.6180334962965813,0.12064631552131848,0.19520943191091034,244,207,***物资有限公司,False
